adm0_name,date,day_of_week,cum_cases,mob_resid
Armenia,2020-03-09,0,1,
Armenia,2020-03-10,1,1,
Armenia,2020-03-11,2,1,
Armenia,2020-03-12,3,4,
Armenia,2020-03-13,4,8,
Armenia,2020-03-14,5,18,
Armenia,2020-03-15,6,26,
Armenia,2020-03-16,0,52,
Armenia,2020-03-17,1,78,
Armenia,2020-03-18,2,84,
Armenia,2020-03-19,3,115,
Armenia,2020-03-20,4,136,
Armenia,2020-03-21,5,160,
Armenia,2020-03-22,6,194,
Armenia,2020-03-23,0,235,
Armenia,2020-03-24,1,249,
Armenia,2020-03-25,2,265,
Armenia,2020-03-26,3,290,
Armenia,2020-03-27,4,329,
Armenia,2020-03-28,5,407,
Armenia,2020-03-29,6,424,
Armenia,2020-03-30,0,482,
Armenia,2020-03-31,1,532,
Armenia,2020-04-01,2,571,
Armenia,2020-04-02,3,663,
Armenia,2020-04-03,4,736,
Armenia,2020-04-04,5,770,
Armenia,2020-04-05,6,822,
Armenia,2020-04-06,0,833,
Armenia,2020-04-07,1,853,
Armenia,2020-04-08,2,881,
Armenia,2020-04-09,3,921,
Armenia,2020-04-10,4,937,
Armenia,2020-04-11,5,967,
Armenia,2020-04-12,6,1013,
Armenia,2020-04-13,0,1039,
Armenia,2020-04-14,1,1067,
Armenia,2020-04-15,2,1111,
Armenia,2020-04-16,3,1159,
Armenia,2020-04-17,4,1201,
Armenia,2020-04-18,5,1248,
Armenia,2020-04-19,6,1291,
Armenia,2020-04-20,0,1339,
Armenia,2020-04-21,1,1401,
Armenia,2020-04-22,2,1473,
Armenia,2020-04-23,3,1523,
Armenia,2020-04-24,4,1596,
Armenia,2020-04-25,5,1677,
Armenia,2020-04-26,6,1746,
Armenia,2020-04-27,0,1808,
Armenia,2020-04-28,1,1867,
Armenia,2020-04-29,2,1932,
Armenia,2020-04-30,3,2066,
Armenia,2020-05-01,4,2148,
Armenia,2020-05-02,5,2273,
Armenia,2020-05-03,6,2386,
Armenia,2020-05-04,0,2507,
Armenia,2020-05-05,1,2619,
Armenia,2020-05-06,2,2782,
Armenia,2020-05-07,3,2884,
Armenia,2020-05-08,4,3029,
Armenia,2020-05-09,5,3175,
Armenia,2020-05-10,6,3313,
Armenia,2020-05-11,0,3392,
Armenia,2020-05-12,1,3538,
Armenia,2020-05-13,2,3718,
Armenia,2020-05-14,3,3860,
Armenia,2020-05-15,4,4044,
Armenia,2020-05-16,5,4283,
Armenia,2020-05-17,6,4472,
Armenia,2020-05-18,0,4823,
Armenia,2020-05-19,1,5041,
Armenia,2020-05-20,2,5271,
Armenia,2020-05-21,3,5606,
Armenia,2020-05-22,4,5928,
Armenia,2020-05-23,5,6302,
Armenia,2020-05-24,6,6661,
Armenia,2020-05-25,0,7113,
Armenia,2020-05-26,1,7402,
Armenia,2020-05-27,2,7774,
Armenia,2020-05-28,3,8216,
Armenia,2020-05-29,4,8676,
Australia,2020-02-16,6,15,0
Australia,2020-02-17,0,15,-2
Australia,2020-02-18,1,15,-1
Australia,2020-02-19,2,15,-1
Australia,2020-02-20,3,15,-2
Australia,2020-02-21,4,15,-3
Australia,2020-02-22,5,15,-1
Australia,2020-02-23,6,15,0
Australia,2020-02-24,0,15,-1
Australia,2020-02-25,1,15,-1
Australia,2020-02-26,2,15,-1
Australia,2020-02-27,3,15,-1
Australia,2020-02-28,4,15,-3
Australia,2020-02-29,5,25,-1
Australia,2020-03-01,6,27,0
Australia,2020-03-02,0,30,0
Australia,2020-03-03,1,39,-1
Australia,2020-03-04,2,52,-1
Australia,2020-03-05,3,55,0
Australia,2020-03-06,4,60,-2
Australia,2020-03-07,5,63,0
Australia,2020-03-08,6,76,0
Australia,2020-03-09,0,91,4
Australia,2020-03-10,1,107,-1
Australia,2020-03-11,2,128,-1
Australia,2020-03-12,3,128,-1
Australia,2020-03-13,4,200,-1
Australia,2020-03-14,5,250,2
Australia,2020-03-15,6,297,2
Australia,2020-03-16,0,377,1
Australia,2020-03-17,1,452,3
Australia,2020-03-18,2,568,5
Australia,2020-03-19,3,681,5
Australia,2020-03-20,4,791,6
Australia,2020-03-21,5,1071,7
Australia,2020-03-22,6,1549,6
Australia,2020-03-23,0,1682,8
Australia,2020-03-24,1,2044,12
Australia,2020-03-25,2,2364,14
Australia,2020-03-26,3,2810,16
Australia,2020-03-27,4,3143,17
Australia,2020-03-28,5,3640,15
Australia,2020-03-29,6,3984,13
Australia,2020-03-30,0,4361,16
Australia,2020-03-31,1,4559,18
Australia,2020-04-01,2,4862,19
Australia,2020-04-02,3,5116,20
Australia,2020-04-03,4,5330,20
Australia,2020-04-04,5,5550,17
Australia,2020-04-05,6,5687,14
Australia,2020-04-06,0,5797,17
Australia,2020-04-07,1,5895,19
Australia,2020-04-08,2,6010,19
Australia,2020-04-09,3,6108,18
Australia,2020-04-10,4,6215,33
Australia,2020-04-11,5,6303,18
Australia,2020-04-12,6,6315,15
Australia,2020-04-13,0,6351,27
Australia,2020-04-14,1,6415,19
Australia,2020-04-15,2,6440,20
Australia,2020-04-16,3,6462,20
Australia,2020-04-17,4,6522,20
Australia,2020-04-18,5,6568,16
Australia,2020-04-19,6,6610,14
Australia,2020-04-20,0,6623,17
Australia,2020-04-21,1,6645,18
Australia,2020-04-22,2,6652,18
Australia,2020-04-23,3,6662,19
Australia,2020-04-24,4,6677,18
Australia,2020-04-25,5,6694,17
Australia,2020-04-26,6,6714,13
Australia,2020-04-27,0,6721,17
Australia,2020-04-28,1,6744,16
Australia,2020-04-29,2,6752,11
Australia,2020-04-30,3,6766,18
Australia,2020-05-01,4,6778,18
Australia,2020-05-02,5,6799,13
Australia,2020-05-03,6,6822,11
Australia,2020-05-04,0,6847,17
Australia,2020-05-05,1,6875,16
Australia,2020-05-06,2,6894,16
Australia,2020-05-07,3,6913,16
Australia,2020-05-08,4,6918,16
Australia,2020-05-09,5,6939,12
Australia,2020-05-10,6,6948,9
Australia,2020-05-11,0,6970,14
Australia,2020-05-12,1,6980,15
Australia,2020-05-13,2,6989,15
Australia,2020-05-14,3,7019,15
Australia,2020-05-15,4,7035,15
Australia,2020-05-16,5,7044,9
Australia,2020-05-17,6,7054,8
Australia,2020-05-18,0,7068,13
Australia,2020-05-19,1,7072,14
Australia,2020-05-20,2,7081,15
Australia,2020-05-21,3,7095,15
Australia,2020-05-22,4,7099,14
Australia,2020-05-23,5,7114,10
Australia,2020-05-24,6,7114,9
Australia,2020-05-25,0,7126,12
Australia,2020-05-26,1,7139,12
Australia,2020-05-27,2,7150,13
Australia,2020-05-28,3,7165,13
Australia,2020-05-29,4,7184,12
Austria,2020-02-16,6,0,-2
Austria,2020-02-17,0,0,0
Austria,2020-02-18,1,0,0
Austria,2020-02-19,2,0,1
Austria,2020-02-20,3,0,0
Austria,2020-02-21,4,0,1
Austria,2020-02-22,5,0,-2
Austria,2020-02-23,6,0,0
Austria,2020-02-24,0,0,-1
Austria,2020-02-25,1,2,0
Austria,2020-02-26,2,2,1
Austria,2020-02-27,3,3,1
Austria,2020-02-28,4,3,1
Austria,2020-02-29,5,9,0
Austria,2020-03-01,6,14,0
Austria,2020-03-02,0,18,-1
Austria,2020-03-03,1,21,1
Austria,2020-03-04,2,29,0
Austria,2020-03-05,3,41,0
Austria,2020-03-06,4,55,0
Austria,2020-03-07,5,79,0
Austria,2020-03-08,6,104,-2
Austria,2020-03-09,0,131,0
Austria,2020-03-10,1,182,0
Austria,2020-03-11,2,246,1
Austria,2020-03-12,3,302,2
Austria,2020-03-13,4,504,5
Austria,2020-03-14,5,655,8
Austria,2020-03-15,6,860,8
Austria,2020-03-16,0,1018,19
Austria,2020-03-17,1,1332,24
Austria,2020-03-18,2,1646,24
Austria,2020-03-19,3,2013,25
Austria,2020-03-20,4,2388,26
Austria,2020-03-21,5,2814,20
Austria,2020-03-22,6,3582,15
Austria,2020-03-23,0,4474,25
Austria,2020-03-24,1,5283,26
Austria,2020-03-25,2,5588,27
Austria,2020-03-26,3,6909,27
Austria,2020-03-27,4,7657,27
Austria,2020-03-28,5,8271,17
Austria,2020-03-29,6,8788,14
Austria,2020-03-30,0,9618,25
Austria,2020-03-31,1,10180,25
Austria,2020-04-01,2,10711,24
Austria,2020-04-02,3,11129,25
Austria,2020-04-03,4,11524,26
Austria,2020-04-04,5,11781,17
Austria,2020-04-05,6,12051,12
Austria,2020-04-06,0,12297,22
Austria,2020-04-07,1,12639,22
Austria,2020-04-08,2,12942,22
Austria,2020-04-09,3,13244,22
Austria,2020-04-10,4,13555,24
Austria,2020-04-11,5,13806,15
Austria,2020-04-12,6,13945,11
Austria,2020-04-13,0,14041,31
Austria,2020-04-14,1,14226,21
Austria,2020-04-15,2,14336,20
Austria,2020-04-16,3,14476,20
Austria,2020-04-17,4,14595,20
Austria,2020-04-18,5,14671,13
Austria,2020-04-19,6,14749,12
Austria,2020-04-20,0,14795,18
Austria,2020-04-21,1,14873,18
Austria,2020-04-22,2,14925,18
Austria,2020-04-23,3,15002,18
Austria,2020-04-24,4,15071,19
Austria,2020-04-25,5,15148,12
Austria,2020-04-26,6,15225,8
Austria,2020-04-27,0,15274,16
Austria,2020-04-28,1,15357,15
Austria,2020-04-29,2,15402,18
Austria,2020-04-30,3,15452,14
Austria,2020-05-01,4,15531,26
Austria,2020-05-02,5,15558,8
Austria,2020-05-03,6,15597,7
Austria,2020-05-04,0,15621,12
Austria,2020-05-05,1,15650,14
Austria,2020-05-06,2,15684,12
Austria,2020-05-07,3,15752,12
Austria,2020-05-08,4,15774,12
Austria,2020-05-09,5,15833,5
Austria,2020-05-10,6,15871,3
Austria,2020-05-11,0,15882,12
Austria,2020-05-12,1,15961,13
Austria,2020-05-13,2,15997,13
Austria,2020-05-14,3,16058,12
Austria,2020-05-15,4,16109,13
Austria,2020-05-16,5,16201,5
Austria,2020-05-17,6,16242,3
Austria,2020-05-18,0,16269,7
Austria,2020-05-19,1,16321,8
Austria,2020-05-20,2,16353,6
Austria,2020-05-21,3,16404,20
Austria,2020-05-22,4,16436,10
Austria,2020-05-23,5,16486,6
Austria,2020-05-24,6,16503,4
Austria,2020-05-25,0,16539,9
Austria,2020-05-26,1,16557,9
Austria,2020-05-27,2,16591,7
Austria,2020-05-28,3,16628,9
Austria,2020-05-29,4,16655,7
Azerbaijan,2020-02-16,6,0,
Azerbaijan,2020-02-17,0,0,
Azerbaijan,2020-02-18,1,0,
Azerbaijan,2020-02-19,2,0,
Azerbaijan,2020-02-20,3,0,
Azerbaijan,2020-02-21,4,0,
Azerbaijan,2020-02-22,5,0,
Azerbaijan,2020-02-23,6,0,
Azerbaijan,2020-02-24,0,0,
Azerbaijan,2020-02-25,1,0,
Azerbaijan,2020-02-26,2,0,
Azerbaijan,2020-02-27,3,0,
Azerbaijan,2020-02-28,4,0,
Azerbaijan,2020-02-29,5,0,
Azerbaijan,2020-03-01,6,3,
Azerbaijan,2020-03-02,0,3,
Azerbaijan,2020-03-03,1,3,
Azerbaijan,2020-03-04,2,3,
Azerbaijan,2020-03-05,3,6,
Azerbaijan,2020-03-06,4,6,
Azerbaijan,2020-03-07,5,9,
Azerbaijan,2020-03-08,6,9,
Azerbaijan,2020-03-09,0,9,
Azerbaijan,2020-03-10,1,11,
Azerbaijan,2020-03-11,2,11,
Azerbaijan,2020-03-12,3,11,
Azerbaijan,2020-03-13,4,15,
Azerbaijan,2020-03-14,5,15,
Azerbaijan,2020-03-15,6,23,
Azerbaijan,2020-03-16,0,28,
Azerbaijan,2020-03-17,1,28,
Azerbaijan,2020-03-18,2,28,
Azerbaijan,2020-03-19,3,44,
Azerbaijan,2020-03-20,4,44,
Azerbaijan,2020-03-21,5,53,
Azerbaijan,2020-03-22,6,65,
Azerbaijan,2020-03-23,0,72,
Azerbaijan,2020-03-24,1,87,
Azerbaijan,2020-03-25,2,93,
Azerbaijan,2020-03-26,3,122,
Azerbaijan,2020-03-27,4,165,
Azerbaijan,2020-03-28,5,182,
Azerbaijan,2020-03-29,6,209,
Azerbaijan,2020-03-30,0,273,
Azerbaijan,2020-03-31,1,298,
Azerbaijan,2020-04-01,2,359,
Azerbaijan,2020-04-02,3,400,
Azerbaijan,2020-04-03,4,443,
Azerbaijan,2020-04-04,5,521,
Azerbaijan,2020-04-05,6,584,
Azerbaijan,2020-04-06,0,641,
Azerbaijan,2020-04-07,1,717,
Azerbaijan,2020-04-08,2,822,
Azerbaijan,2020-04-09,3,926,
Azerbaijan,2020-04-10,4,991,
Azerbaijan,2020-04-11,5,1058,
Azerbaijan,2020-04-12,6,1098,
Azerbaijan,2020-04-13,0,1148,
Azerbaijan,2020-04-14,1,1197,
Azerbaijan,2020-04-15,2,1253,
Azerbaijan,2020-04-16,3,1283,
Azerbaijan,2020-04-17,4,1340,
Azerbaijan,2020-04-18,5,1373,
Azerbaijan,2020-04-19,6,1398,
Azerbaijan,2020-04-20,0,1436,
Azerbaijan,2020-04-21,1,1480,
Azerbaijan,2020-04-22,2,1518,
Azerbaijan,2020-04-23,3,1548,
Azerbaijan,2020-04-24,4,1592,
Azerbaijan,2020-04-25,5,1617,
Azerbaijan,2020-04-26,6,1645,
Azerbaijan,2020-04-27,0,1678,
Azerbaijan,2020-04-28,1,1717,
Azerbaijan,2020-04-29,2,1766,
Azerbaijan,2020-04-30,3,1804,
Azerbaijan,2020-05-01,4,1854,
Azerbaijan,2020-05-02,5,1894,
Azerbaijan,2020-05-03,6,1932,
Azerbaijan,2020-05-04,0,1984,
Azerbaijan,2020-05-05,1,2060,
Azerbaijan,2020-05-06,2,2127,
Azerbaijan,2020-05-07,3,2204,
Azerbaijan,2020-05-08,4,2279,
Azerbaijan,2020-05-09,5,2422,
Azerbaijan,2020-05-10,6,2519,
Azerbaijan,2020-05-11,0,2589,
Azerbaijan,2020-05-12,1,2693,
Azerbaijan,2020-05-13,2,2758,
Azerbaijan,2020-05-14,3,2879,
Azerbaijan,2020-05-15,4,2980,
Azerbaijan,2020-05-16,5,3138,
Azerbaijan,2020-05-17,6,3274,
Azerbaijan,2020-05-18,0,3387,
Azerbaijan,2020-05-19,1,3518,
Azerbaijan,2020-05-20,2,3631,
Azerbaijan,2020-05-21,3,3749,
Azerbaijan,2020-05-22,4,3855,
Azerbaijan,2020-05-23,5,3982,
Azerbaijan,2020-05-24,6,4122,
Azerbaijan,2020-05-25,0,4271,
Azerbaijan,2020-05-26,1,4403,
Azerbaijan,2020-05-27,2,4568,
Azerbaijan,2020-05-28,3,4759,
Azerbaijan,2020-05-29,4,4989,
Bahamas,2020-02-16,6,0,
Bahamas,2020-02-17,0,0,
Bahamas,2020-02-18,1,0,
Bahamas,2020-02-19,2,0,
Bahamas,2020-02-20,3,0,
Bahamas,2020-02-21,4,0,
Bahamas,2020-02-22,5,0,
Bahamas,2020-02-23,6,0,
Bahamas,2020-02-24,0,0,
Bahamas,2020-02-25,1,0,
Bahamas,2020-02-26,2,0,
Bahamas,2020-02-27,3,0,
Bahamas,2020-02-28,4,0,
Bahamas,2020-02-29,5,0,
Bahamas,2020-03-01,6,0,
Bahamas,2020-03-02,0,0,
Bahamas,2020-03-03,1,0,
Bahamas,2020-03-04,2,0,
Bahamas,2020-03-05,3,0,
Bahamas,2020-03-06,4,0,
Bahamas,2020-03-07,5,0,
Bahamas,2020-03-08,6,0,
Bahamas,2020-03-09,0,0,
Bahamas,2020-03-10,1,0,
Bahamas,2020-03-11,2,0,
Bahamas,2020-03-12,3,0,
Bahamas,2020-03-13,4,0,
Bahamas,2020-03-14,5,0,
Bahamas,2020-03-15,6,0,
Bahamas,2020-03-16,0,1,
Bahamas,2020-03-17,1,1,
Bahamas,2020-03-18,2,1,
Bahamas,2020-03-19,3,3,
Bahamas,2020-03-20,4,3,
Bahamas,2020-03-21,5,4,
Bahamas,2020-03-22,6,4,
Bahamas,2020-03-23,0,4,
Bahamas,2020-03-24,1,5,
Bahamas,2020-03-25,2,5,
Bahamas,2020-03-26,3,9,
Bahamas,2020-03-27,4,10,
Bahamas,2020-03-28,5,10,
Bahamas,2020-03-29,6,11,
Bahamas,2020-03-30,0,14,
Bahamas,2020-03-31,1,14,
Bahamas,2020-04-01,2,21,
Bahamas,2020-04-02,3,24,
Bahamas,2020-04-03,4,24,
Bahamas,2020-04-04,5,28,
Bahamas,2020-04-05,6,28,
Bahamas,2020-04-06,0,29,
Bahamas,2020-04-07,1,33,
Bahamas,2020-04-08,2,40,
Bahamas,2020-04-09,3,41,
Bahamas,2020-04-10,4,42,
Bahamas,2020-04-11,5,46,
Bahamas,2020-04-12,6,46,
Bahamas,2020-04-13,0,47,
Bahamas,2020-04-14,1,49,
Bahamas,2020-04-15,2,49,
Bahamas,2020-04-16,3,53,
Bahamas,2020-04-17,4,54,
Bahamas,2020-04-18,5,55,
Bahamas,2020-04-19,6,55,
Bahamas,2020-04-20,0,60,
Bahamas,2020-04-21,1,65,
Bahamas,2020-04-22,2,65,
Bahamas,2020-04-23,3,72,
Bahamas,2020-04-24,4,73,
Bahamas,2020-04-25,5,78,
Bahamas,2020-04-26,6,80,
Bahamas,2020-04-27,0,80,
Bahamas,2020-04-28,1,80,
Bahamas,2020-04-29,2,80,
Bahamas,2020-04-30,3,81,
Bahamas,2020-05-01,4,81,
Bahamas,2020-05-02,5,83,
Bahamas,2020-05-03,6,83,
Bahamas,2020-05-04,0,83,
Bahamas,2020-05-05,1,89,
Bahamas,2020-05-06,2,92,
Bahamas,2020-05-07,3,92,
Bahamas,2020-05-08,4,92,
Bahamas,2020-05-09,5,92,
Bahamas,2020-05-10,6,92,
Bahamas,2020-05-11,0,93,
Bahamas,2020-05-12,1,93,
Bahamas,2020-05-13,2,94,
Bahamas,2020-05-14,3,96,
Bahamas,2020-05-15,4,96,
Bahamas,2020-05-16,5,96,
Bahamas,2020-05-17,6,96,
Bahamas,2020-05-18,0,96,
Bahamas,2020-05-19,1,96,
Bahamas,2020-05-20,2,97,
Bahamas,2020-05-21,3,97,
Bahamas,2020-05-22,4,97,
Bahamas,2020-05-23,5,100,
Bahamas,2020-05-24,6,100,
Bahamas,2020-05-25,0,100,
Bahamas,2020-05-26,1,100,
Bahamas,2020-05-27,2,100,
Bahamas,2020-05-28,3,101,
Bahamas,2020-05-29,4,102,
Bahrain,2020-02-16,6,0,0
Bahrain,2020-02-17,0,0,0
Bahrain,2020-02-18,1,0,1
Bahrain,2020-02-19,2,0,0
Bahrain,2020-02-20,3,0,0
Bahrain,2020-02-21,4,0,1
Bahrain,2020-02-22,5,0,1
Bahrain,2020-02-23,6,0,0
Bahrain,2020-02-24,0,1,1
Bahrain,2020-02-25,1,23,1
Bahrain,2020-02-26,2,33,5
Bahrain,2020-02-27,3,33,6
Bahrain,2020-02-28,4,36,5
Bahrain,2020-02-29,5,41,3
Bahrain,2020-03-01,6,47,3
Bahrain,2020-03-02,0,49,4
Bahrain,2020-03-03,1,49,4
Bahrain,2020-03-04,2,52,4
Bahrain,2020-03-05,3,55,5
Bahrain,2020-03-06,4,60,4
Bahrain,2020-03-07,5,85,3
Bahrain,2020-03-08,6,85,4
Bahrain,2020-03-09,0,95,4
Bahrain,2020-03-10,1,110,4
Bahrain,2020-03-11,2,195,5
Bahrain,2020-03-12,3,195,6
Bahrain,2020-03-13,4,195,7
Bahrain,2020-03-14,5,210,6
Bahrain,2020-03-15,6,214,5
Bahrain,2020-03-16,0,214,6
Bahrain,2020-03-17,1,228,6
Bahrain,2020-03-18,2,256,8
Bahrain,2020-03-19,3,278,11
Bahrain,2020-03-20,4,285,13
Bahrain,2020-03-21,5,305,11
Bahrain,2020-03-22,6,334,11
Bahrain,2020-03-23,0,377,12
Bahrain,2020-03-24,1,392,13
Bahrain,2020-03-25,2,419,13
Bahrain,2020-03-26,3,458,18
Bahrain,2020-03-27,4,466,20
Bahrain,2020-03-28,5,476,16
Bahrain,2020-03-29,6,499,16
Bahrain,2020-03-30,0,515,15
Bahrain,2020-03-31,1,567,15
Bahrain,2020-04-01,2,569,15
Bahrain,2020-04-02,3,643,18
Bahrain,2020-04-03,4,672,17
Bahrain,2020-04-04,5,688,15
Bahrain,2020-04-05,6,700,15
Bahrain,2020-04-06,0,756,15
Bahrain,2020-04-07,1,811,16
Bahrain,2020-04-08,2,823,16
Bahrain,2020-04-09,3,887,19
Bahrain,2020-04-10,4,925,18
Bahrain,2020-04-11,5,1040,15
Bahrain,2020-04-12,6,1136,15
Bahrain,2020-04-13,0,1361,16
Bahrain,2020-04-14,1,1528,16
Bahrain,2020-04-15,2,1671,16
Bahrain,2020-04-16,3,1700,18
Bahrain,2020-04-17,4,1740,17
Bahrain,2020-04-18,5,1773,14
Bahrain,2020-04-19,6,1881,15
Bahrain,2020-04-20,0,1907,14
Bahrain,2020-04-21,1,1973,14
Bahrain,2020-04-22,2,2027,14
Bahrain,2020-04-23,3,2217,17
Bahrain,2020-04-24,4,2518,19
Bahrain,2020-04-25,5,2588,18
Bahrain,2020-04-26,6,2647,19
Bahrain,2020-04-27,0,2723,19
Bahrain,2020-04-28,1,2811,17
Bahrain,2020-04-29,2,2921,19
Bahrain,2020-04-30,3,3040,22
Bahrain,2020-05-01,4,3170,19
Bahrain,2020-05-02,5,3284,20
Bahrain,2020-05-03,6,3383,22
Bahrain,2020-05-04,0,3533,18
Bahrain,2020-05-05,1,3720,19
Bahrain,2020-05-06,2,3934,19
Bahrain,2020-05-07,3,4199,22
Bahrain,2020-05-08,4,4444,18
Bahrain,2020-05-09,5,4774,16
Bahrain,2020-05-10,6,4941,18
Bahrain,2020-05-11,0,5236,18
Bahrain,2020-05-12,1,5531,19
Bahrain,2020-05-13,2,5816,19
Bahrain,2020-05-14,3,6198,21
Bahrain,2020-05-15,4,6583,19
Bahrain,2020-05-16,5,6747,17
Bahrain,2020-05-17,6,6956,18
Bahrain,2020-05-18,0,7184,18
Bahrain,2020-05-19,1,7532,18
Bahrain,2020-05-20,2,7888,19
Bahrain,2020-05-21,3,8174,21
Bahrain,2020-05-22,4,8414,18
Bahrain,2020-05-23,5,8802,16
Bahrain,2020-05-24,6,9138,25
Bahrain,2020-05-25,0,9171,23
Bahrain,2020-05-26,1,9366,24
Bahrain,2020-05-27,2,9692,15
Bahrain,2020-05-28,3,10052,18
Bahrain,2020-05-29,4,10449,17
Bangladesh,2020-02-16,6,0,0
Bangladesh,2020-02-17,0,0,1
Bangladesh,2020-02-18,1,0,1
Bangladesh,2020-02-19,2,0,1
Bangladesh,2020-02-20,3,0,1
Bangladesh,2020-02-21,4,0,2
Bangladesh,2020-02-22,5,0,1
Bangladesh,2020-02-23,6,0,0
Bangladesh,2020-02-24,0,0,1
Bangladesh,2020-02-25,1,0,1
Bangladesh,2020-02-26,2,0,1
Bangladesh,2020-02-27,3,0,1
Bangladesh,2020-02-28,4,0,0
Bangladesh,2020-02-29,5,0,0
Bangladesh,2020-03-01,6,0,0
Bangladesh,2020-03-02,0,0,1
Bangladesh,2020-03-03,1,0,1
Bangladesh,2020-03-04,2,0,1
Bangladesh,2020-03-05,3,0,0
Bangladesh,2020-03-06,4,0,2
Bangladesh,2020-03-07,5,0,-1
Bangladesh,2020-03-08,6,3,-1
Bangladesh,2020-03-09,0,3,1
Bangladesh,2020-03-10,1,3,1
Bangladesh,2020-03-11,2,3,1
Bangladesh,2020-03-12,3,3,1
Bangladesh,2020-03-13,4,3,2
Bangladesh,2020-03-14,5,3,1
Bangladesh,2020-03-15,6,5,0
Bangladesh,2020-03-16,0,8,1
Bangladesh,2020-03-17,1,10,10
Bangladesh,2020-03-18,2,14,3
Bangladesh,2020-03-19,3,17,5
Bangladesh,2020-03-20,4,20,7
Bangladesh,2020-03-21,5,25,8
Bangladesh,2020-03-22,6,27,7
Bangladesh,2020-03-23,0,33,10
Bangladesh,2020-03-24,1,39,10
Bangladesh,2020-03-25,2,39,13
Bangladesh,2020-03-26,3,44,27
Bangladesh,2020-03-27,4,48,19
Bangladesh,2020-03-28,5,48,24
Bangladesh,2020-03-29,6,48,24
Bangladesh,2020-03-30,0,49,24
Bangladesh,2020-03-31,1,51,23
Bangladesh,2020-04-01,2,54,23
Bangladesh,2020-04-02,3,56,25
Bangladesh,2020-04-03,4,61,17
Bangladesh,2020-04-04,5,70,22
Bangladesh,2020-04-05,6,88,22
Bangladesh,2020-04-06,0,123,24
Bangladesh,2020-04-07,1,164,25
Bangladesh,2020-04-08,2,218,26
Bangladesh,2020-04-09,3,330,28
Bangladesh,2020-04-10,4,424,21
Bangladesh,2020-04-11,5,482,25
Bangladesh,2020-04-12,6,621,24
Bangladesh,2020-04-13,0,803,26
Bangladesh,2020-04-14,1,1012,27
Bangladesh,2020-04-15,2,1231,26
Bangladesh,2020-04-16,3,1572,27
Bangladesh,2020-04-17,4,1838,20
Bangladesh,2020-04-18,5,2144,25
Bangladesh,2020-04-19,6,2456,24
Bangladesh,2020-04-20,0,2948,25
Bangladesh,2020-04-21,1,3382,25
Bangladesh,2020-04-22,2,3772,25
Bangladesh,2020-04-23,3,4186,26
Bangladesh,2020-04-24,4,4689,18
Bangladesh,2020-04-25,5,4998,26
Bangladesh,2020-04-26,6,5416,25
Bangladesh,2020-04-27,0,5913,25
Bangladesh,2020-04-28,1,6462,24
Bangladesh,2020-04-29,2,7103,24
Bangladesh,2020-04-30,3,7667,26
Bangladesh,2020-05-01,4,8238,19
Bangladesh,2020-05-02,5,8790,23
Bangladesh,2020-05-03,6,9455,22
Bangladesh,2020-05-04,0,10143,22
Bangladesh,2020-05-05,1,10929,22
Bangladesh,2020-05-06,2,11719,22
Bangladesh,2020-05-07,3,12425,22
Bangladesh,2020-05-08,4,13134,16
Bangladesh,2020-05-09,5,13770,20
Bangladesh,2020-05-10,6,14657,19
Bangladesh,2020-05-11,0,15691,19
Bangladesh,2020-05-12,1,16660,19
Bangladesh,2020-05-13,2,17822,20
Bangladesh,2020-05-14,3,18863,20
Bangladesh,2020-05-15,4,20065,15
Bangladesh,2020-05-16,5,20995,18
Bangladesh,2020-05-17,6,22268,18
Bangladesh,2020-05-18,0,23870,19
Bangladesh,2020-05-19,1,25121,18
Bangladesh,2020-05-20,2,26738,18
Bangladesh,2020-05-21,3,28511,19
Bangladesh,2020-05-22,4,30205,12
Bangladesh,2020-05-23,5,32078,19
Bangladesh,2020-05-24,6,33610,20
Bangladesh,2020-05-25,0,35585,18
Bangladesh,2020-05-26,1,36751,19
Bangladesh,2020-05-27,2,38292,18
Bangladesh,2020-05-28,3,40321,18
Bangladesh,2020-05-29,4,42844,13
Barbados,2020-02-16,6,0,0
Barbados,2020-02-17,0,0,1
Barbados,2020-02-18,1,0,1
Barbados,2020-02-19,2,0,2
Barbados,2020-02-20,3,0,0
Barbados,2020-02-21,4,0,0
Barbados,2020-02-22,5,0,0
Barbados,2020-02-23,6,0,0
Barbados,2020-02-24,0,0,1
Barbados,2020-02-25,1,0,-1
Barbados,2020-02-26,2,0,-1
Barbados,2020-02-27,3,0,-1
Barbados,2020-02-28,4,0,-1
Barbados,2020-02-29,5,0,-1
Barbados,2020-03-01,6,0,-1
Barbados,2020-03-02,0,0,1
Barbados,2020-03-03,1,0,0
Barbados,2020-03-04,2,0,-1
Barbados,2020-03-05,3,0,0
Barbados,2020-03-06,4,0,0
Barbados,2020-03-07,5,0,0
Barbados,2020-03-08,6,0,0
Barbados,2020-03-09,0,0,1
Barbados,2020-03-10,1,0,0
Barbados,2020-03-11,2,0,0
Barbados,2020-03-12,3,0,0
Barbados,2020-03-13,4,0,1
Barbados,2020-03-14,5,0,2
Barbados,2020-03-15,6,0,2
Barbados,2020-03-16,0,0,2
Barbados,2020-03-17,1,2,2
Barbados,2020-03-18,2,2,6
Barbados,2020-03-19,3,5,8
Barbados,2020-03-20,4,5,10
Barbados,2020-03-21,5,6,9
Barbados,2020-03-22,6,14,8
Barbados,2020-03-23,0,17,13
